"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","lucky_X","chosen_image_index","valuable_folder","neutral_folder","correct_choice"
"","","","","","html-keyboard-response","10","84120","0.0-10.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","11","84732","0.0-11.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","612","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","","",""
"","","","","","html-keyboard-response","12","88734","0.0-12.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","13","89338","0.0-13.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","604","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","","",""
"","","","","","instructions","14","92111","0.0-14.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","[{""page_index"":0,""viewing_time"":2771}]","2772","","","","","","","","","","","","",""
"","","","","","instructions","15","104067","0.0-15.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","[{""page_index"":0,""viewing_time"":11955}]","11955","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","105070","0.0-16.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","110073","0.0-17.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","18","110608","0.0-18.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","527","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","1","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","19","115611","0.0-19.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","20","118067","0.0-20.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","2454","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","21","123072","0.0-21.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","22","123908","0.0-22.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","833","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","3","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","23","128913","0.0-23.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","24","129497","0.0-24.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","582","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","4","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","25","134502","0.0-25.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","26","135236","0.0-26.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","732","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","27","140240","0.0-27.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","28","141409","0.0-28.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","1167","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","29","146412","0.0-29.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","30","147720","0.0-30.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","1306","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","31","152721","0.0-31.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","32","153383","0.0-32.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","660","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","33","158387","0.0-33.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","34","158941","0.0-34.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","553","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","35","163944","0.0-35.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","36","165390","0.0-36.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","1445","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","interview_scheme","schematic_sequence","","","","","","",""
"","","","","","html-keyboard-response","37","166391","0.0-37.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","38","171394","0.0-38.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","39","173175","0.0-39.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","1779","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","the_performance_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","40","178179","0.0-40.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","41","178674","0.0-41.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","493","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","the_performance_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","42","183678","0.0-42.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","43","184789","0.0-43.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","1110","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","the_performance_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","44","189793","0.0-44.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","45","190570","0.0-45.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","776","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","the_performance_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","46","195574","0.0-46.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","47","196552","0.0-47.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","976","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","the_performance_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","48","201555","0.0-48.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","49","202361","0.0-49.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","804","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","the_performance_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","50","207365","0.0-50.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","51","208216","0.0-51.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","850","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","the_performance_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","52","213220","0.0-52.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","53","216225","0.0-53.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","8","the_performance_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","54","221226","0.0-54.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","55","222648","0.0-55.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","1420","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","the_performance_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","56","227652","0.0-56.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","57","230654","0.0-57.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","ten","the_performance_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","58","231656","0.0-58.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","",""
"","","","","","html-keyboard-response","59","236660","0.0-59.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","60","237724","0.0-60.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","1063","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","dog_causal","causal_sequence","","","","","","",""
"","","","","","html-keyboard-response","61","242728","0.0-61.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","",""
"","","","","","html-button-response","62","245731","0.0-62.0","C31D4B38E6704E90AC16A6AD72180BD2","019cee1b-aab1-77e6-bfaa-43aff5b6de47","019cee19-8919-70b9-b165-8101f98d5def","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","2","dog_causal","causal_sequence","","","","","","",""
