"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","correct_choice","distance_from_x","target_X","chosen_image_index","is_x_plus_dist"
"","","","","","html-button-response","21","169394","0.0-21.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","6381","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/package_causal/package_causal_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","package_causal","","","","","","","",""
"","","","","","html-keyboard-response","22","177399","0.0-22.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/package_causal/package_causal_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","package_causal","causal_sequence","7","valuable","","","","",""
"","","","","","html-keyboard-response","23","182412","0.0-23.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","24","186938","0.0-24.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","4525","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","saving_a_cat_causal","","","","","","","",""
"","","","","","html-keyboard-response","25","194942","0.0-25.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","saving_a_cat_causal","causal_sequence","7","neutral","","","","",""
"","","","","","html-keyboard-response","26","199944","0.0-26.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","27","203996","0.0-27.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","4052","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","kitchen_operations_semantic","","","","","","","",""
"","","","","","html-keyboard-response","28","212012","0.0-28.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","kitchen_operations_semantic","semantic_sequence","6","neutral","","","","",""
"","","","","","html-keyboard-response","29","217014","0.0-29.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","30","218310","0.0-30.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1296","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","physical_activity_semantic","","","","","","","",""
"","","","","","html-keyboard-response","31","226325","0.0-31.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","physical_activity_semantic","semantic_sequence","5","valuable","","","","",""
"","","","","","html-keyboard-response","32","231335","0.0-32.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","33","232665","0.0-33.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1330","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/housework_semantic/housework_semantic_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","housework_semantic","","","","","","","",""
"","","","","","html-keyboard-response","34","240673","0.0-34.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/housework_semantic/housework_semantic_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","housework_semantic","semantic_sequence","7","neutral","","","","",""
"","","","","","html-keyboard-response","35","245683","0.0-35.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","36","247798","0.0-36.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","2114","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","the_performance_causal","","","","","","","",""
"","","","","","html-keyboard-response","37","255811","0.0-37.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","the_performance_causal","causal_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","38","260813","0.0-38.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","39","267119","0.0-39.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","6305","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","maintaining_a_car_semantic","","","","","","","",""
"","","","","","html-keyboard-response","40","275133","0.0-40.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","maintaining_a_car_semantic","semantic_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","41","280135","0.0-41.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","instructions","42","286207","0.0-42.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","[{""page_index"":0,""viewing_time"":6072}]","6072","","","","","","","","","","","",""
"","","","","","html-keyboard-response","43","289210","0.0-43.0-0.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""small-image"">
                                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","44","290279","0.0-43.0-1.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1068","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""small-image"">
                                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""small-image"">
                            </div>","1","part3_valuable_vs_neutral_direct","","","","","true","","","",""
"","","","","","html-keyboard-response","45","293284","0.0-44.0-0.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_7.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","46","295712","0.0-44.0-1.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","2427","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_7.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""small-image"">
                            </div>","0","part3_choice_neighbors","kitchen_operations_semantic","semantic_sequence","","","","1","6","7","1"
"","","","","","html-keyboard-response","47","298718","0.0-45.0-0.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_7.png"" class=""small-image"">
                                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_5.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","48","302077","0.0-45.0-1.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","3358","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_7.png"" class=""small-image"">
                                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_5.png"" class=""small-image"">
                            </div>","1","part3_choice_neighbors","the_performance_causal","causal_sequence","","","","1","6","5","0"
"","","","","","html-keyboard-response","49","305078","0.0-46.0-0.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_9.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_3.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","50","306331","0.0-46.0-1.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","1253","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_9.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_3.png"" class=""small-image"">
                            </div>","0","part3_choice_neighbors","maintaining_a_car_semantic","semantic_sequence","","","","3","6","9","1"
"","","","","","html-keyboard-response","51","309342","0.0-47.0-0.0","F7DAD0BED9064B0BB4B49B3BCF58609E","019dad1f-1d67-7733-b1a3-053ba77ff17e","019dacfd-3d5e-7f0e-9535-61b14ca20378","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/coin_causal/coin_causal_8.png"" class=""small-image"">
                                <img src=""images/causal_sequence/coin_causal/coin_causal_4.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
