"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","block_type","img_idx","block_id","value","img_index","pair_type","correct_side"
"","","","","","html-button-response","30","129963","0.0-30.0","","11555","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_4_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","story","2","story_4","","","",""
"","","","","","html-keyboard-response","31","132971","0.0-31.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_4_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","32","134171","0.0-32.0","","1198","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_4_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","3","story_4","","","",""
"","","","","","html-keyboard-response","33","137174","0.0-33.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_4_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","34","137707","0.0-34.0","","532","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_4_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","4","story_4","","","",""
"","","","","","html-keyboard-response","35","140709","0.0-35.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_4_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","36","142043","0.0-36.0","","1334","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_4_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","5","story_4","","","",""
"","","","","","html-keyboard-response","37","144057","0.0-37.0","","null","<div class=""transition-square bg-info""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","38","147068","0.0-38.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_6_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","39","149467","0.0-39.0","","2398","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_6_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","info","1","info_6","","","",""
"","","","","","html-keyboard-response","40","152475","0.0-40.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_6_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","41","153947","0.0-41.0","","1472","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_6_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","2","info_6","","","",""
"","","","","","html-keyboard-response","42","156963","0.0-42.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_6_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","43","160523","0.0-43.0","","3559","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_6_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","3","info_6","","","",""
"","","","","","html-keyboard-response","44","163538","0.0-44.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_6_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","45","169916","0.0-45.0","","6377","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_6_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","4","info_6","","","",""
"","","","","","html-keyboard-response","46","172926","0.0-46.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_6_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","47","176195","0.0-47.0","","3268","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_6_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","5","info_6","","","",""
"","","","","","html-keyboard-response","48","178200","0.0-48.0","","null","<div class=""transition-square bg-info""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","49","181212","0.0-49.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_1_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","50","182963","0.0-50.0","","1749","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_1_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","info","1","info_1","","","",""
"","","","","","html-keyboard-response","51","185966","0.0-51.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_1_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","52","187595","0.0-52.0","","1627","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_1_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","2","info_1","","","",""
"","","","","","html-keyboard-response","53","190597","0.0-53.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_1_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","54","191947","0.0-54.0","","1349","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_1_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","3","info_1","","","",""
"","","","","","html-keyboard-response","55","194960","0.0-55.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_1_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","56","197035","0.0-56.0","","2074","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_1_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","4","info_1","","","",""
"","","","","","html-keyboard-response","57","200045","0.0-57.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_1_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","58","201131","0.0-58.0","","1085","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_1_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","5","info_1","","","",""
"","","","","","html-keyboard-response","59","203141","0.0-59.0","","null","<div class=""transition-square bg-info""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","60","206142","0.0-60.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","61","208099","0.0-61.0","","1956","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","info","1","info_2","","","",""
"","","","","","html-keyboard-response","62","211100","0.0-62.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","63","212587","0.0-63.0","","1486","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","2","info_2","","","",""
"","","","","","html-keyboard-response","64","215594","0.0-64.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","65","220595","0.0-65.0","","5000","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","3","info_2","","","",""
"","","","","","html-keyboard-response","66","223599","0.0-66.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","67","224595","0.0-67.0","","995","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","4","info_2","","","",""
"","","","","","html-keyboard-response","68","227604","0.0-68.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","69","229227","0.0-69.0","","1622","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","5","info_2","","","",""
"","","","","","html-keyboard-response","70","231238","0.0-70.0","","null","<div class=""transition-square bg-story""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","71","234246","0.0-71.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_8_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","72","235291","0.0-72.0","","1043","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_8_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","story","1","story_8","","","",""
"","","","","","html-keyboard-response","73","238298","0.0-73.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_8_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","74","242547","0.0-74.0","","4247","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_8_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","story","2","story_8","","","",""
"","","","","","html-keyboard-response","75","245553","0.0-75.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_8_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","76","248251","0.0-76.0","","2697","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_8_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","story","3","story_8","","","",""
"","","","","","html-keyboard-response","77","251256","0.0-77.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_8_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","78","252203","0.0-78.0","","946","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_8_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","story","4","story_8","","","",""
"","","","","","html-keyboard-response","79","255210","0.0-79.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_8_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","80","256035","0.0-80.0","","824","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_8_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","story","5","story_8","","","",""
"","","","","","html-keyboard-response","81","258036","0.0-81.0","","null","<div class=""transition-square bg-story""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","82","261039","0.0-82.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_7_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","83","262891","0.0-83.0","","1851","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_7_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","story","1","story_7","","","",""
"","","","","","html-keyboard-response","84","265904","0.0-84.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_7_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","85","271603","0.0-85.0","","5698","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_7_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","story","2","story_7","","","",""
"","","","","","html-keyboard-response","86","274604","0.0-86.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_7_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","87","275372","0.0-87.0","","767","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_7_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","3","story_7","","","",""
"","","","","","html-keyboard-response","88","278384","0.0-88.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_7_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","89","278859","0.0-89.0","","473","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_7_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","4","story_7","","","",""
"","","","","","html-keyboard-response","90","281870","0.0-90.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_7_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","91","287307","0.0-91.0","","5436","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_7_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","5","story_7","","","",""
"","","","","","instructions","92","298483","0.0-92.0","[{""page_index"":0,""viewing_time"":11174}]","11175","","","","","","","","","",""
"","","","","","html-button-response","93","305051","0.0-93.0","","6567","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/story_3_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","94","312083","0.0-94.0","","7031","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/story_3_6_a.png"" class=""exp-image"">
                <div class=""value-tag val-high"">Worth: $100</div>
            </div>","0","value_learning","","","story_3","100","","",""
"","","","","","html-button-response","95","318675","0.0-95.0","","6591","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/story_8_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","96","326643","0.0-96.0","","7967","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/story_8_6_a.png"" class=""exp-image"">
                <div class=""value-tag val-high"">Worth: $100</div>
            </div>","0","value_learning","","","story_8","100","","",""
"","","","","","html-button-response","97","333091","0.0-97.0","","6447","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/story_4_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","98","345027","0.0-98.0","","11934","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/story_4_6_b.png"" class=""exp-image"">
                <div class=""value-tag val-low"">Worth: $0</div>
            </div>","0","value_learning","","","story_4","0","","",""
"","","","","","html-button-response","99","352747","0.0-99.0","","7719","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/story_7_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","100","363171","0.0-100.0","","10423","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/story_7_6_b.png"" class=""exp-image"">
                <div class=""value-tag val-low"">Worth: $0</div>
            </div>","0","value_learning","","","story_7","0","","",""
"","","","","","html-button-response","101","370131","0.0-101.0","","6960","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/info_1_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","102","376419","0.0-102.0","","6286","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/info_1_6_a.png"" class=""exp-image"">
                <div class=""value-tag val-high"">Worth: $100</div>
            </div>","0","value_learning","","","info_1","100","","",""
"","","","","","html-button-response","103","383531","0.0-103.0","","7111","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/info_2_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","104","390923","0.0-104.0","","7391","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/info_2_6_a.png"" class=""exp-image"">
                <div class=""value-tag val-high"">Worth: $100</div>
            </div>","0","value_learning","","","info_2","100","","",""
"","","","","","html-button-response","105","401787","0.0-105.0","","10862","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/info_6_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","106","408947","0.0-106.0","","7159","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/info_6_6_b.png"" class=""exp-image"">
                <div class=""value-tag val-low"">Worth: $0</div>
            </div>","0","value_learning","","","info_6","0","","",""
"","","","","","html-button-response","107","416818","0.0-107.0","","7871","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/info_5_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","108","423603","0.0-108.0","","6783","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/info_5_6_b.png"" class=""exp-image"">
                <div class=""value-tag val-low"">Worth: $0</div>
            </div>","0","value_learning","","","info_5","0","","",""
"","","","","","instructions","109","428131","0.0-109.0","[{""page_index"":0,""viewing_time"":4527}]","4527","","","","","","","","","",""
"","","","","","html-button-response","110","432411","0.0-110.0","","4278","
            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image will lead to a <b>financial profit</b>?</h3></div>
            <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                <img src=""images_story_vs_info_2/story_3_2.png"" class=""small-image"">
                <img src=""images_story_vs_info_2/story_4_2.png"" class=""small-image"">
            </div>","1","final_choice","","","","","2","story_vs_story","Left"
