"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","left_idx","right_idx","lucky_X","chosen_image_index","distance_from_X","left_image_index","right_image_index"
"","","","","","html-button-response","11","84108","0.0-11.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1279","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","88111","0.0-12.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","13","89292","0.0-13.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1179","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","","","","",""
"","","","","","instructions","14","91392","0.0-14.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","[{""page_index"":0,""viewing_time"":2099}]","2099","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","15","92395","0.0-15.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","97398","0.0-16.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","17","99841","0.0-17.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","2440","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","18","104843","0.0-18.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","19","106607","0.0-19.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1763","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","20","111609","0.0-20.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","21","112543","0.0-21.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","932","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","22","117546","0.0-22.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","23","118674","0.0-23.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1127","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","24","123675","0.0-24.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","25","125292","0.0-25.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1615","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","26","130294","0.0-26.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","27","131875","0.0-27.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1579","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","28","136878","0.0-28.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","29","138174","0.0-29.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1294","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","30","143177","0.0-30.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","31","146025","0.0-31.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","2845","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","32","151027","0.0-32.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","33","152675","0.0-33.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1647","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","34","157677","0.0-34.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","35","158507","0.0-35.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","829","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/redecorating_a_house_semantic/redecorating_a_house_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","redecorating_a_house_semantic","semantic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","36","159510","0.0-36.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","37","164512","0.0-37.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","38","165457","0.0-38.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","944","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","museum_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","39","170459","0.0-39.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","40","173461","0.0-40.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","2","museum_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","41","178463","0.0-41.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","42","179972","0.0-42.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1508","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","museum_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","43","184974","0.0-43.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","44","186440","0.0-44.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1465","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","4","museum_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","45","191443","0.0-45.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","46","192608","0.0-46.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1162","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","museum_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","47","197611","0.0-47.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","48","198507","0.0-48.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","895","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","museum_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","49","203510","0.0-49.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","50","204374","0.0-50.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","862","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","7","museum_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","51","209378","0.0-51.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","52","210727","0.0-52.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1346","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","museum_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","53","215731","0.0-53.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","54","217023","0.0-54.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1290","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","9","museum_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","55","222024","0.0-55.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","56","222792","0.0-56.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","766","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/museum_causal/museum_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","museum_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","57","223795","0.0-57.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","58","228798","0.0-58.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","59","230224","0.0-59.0","AD8A0E02A1CE4C1BA1E09335BB8CB4BE","019cea5d-a915-7348-a336-d5fd80b93284","019cea5b-a1d2-7168-a211-b4d8162559a9","","1425","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","package_causal","causal_sequence","","","","","","","","",""
