"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","target_X","l_dist","r_dist","chosen_image_index","selected_after_X"
"","","","","","html-keyboard-response","10","74495","0.0-10.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","11","75781","0.0-11.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","1285","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","79790","0.0-12.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","13","81188","0.0-13.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","1396","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","","","","",""
"","","","","","instructions","14","83363","0.0-14.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":2175}]","2175","","","","","","","","","","","","","","",""
"","","","","","instructions","15","154068","0.0-15.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","[{""page_index"":0,""viewing_time"":70705}]","70705","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","159070","0.0-16.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","164071","0.0-17.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","18","166137","0.0-18.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","2065","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","19","171151","0.0-19.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","20","172813","0.0-20.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","1662","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","21","177825","0.0-21.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","22","180828","0.0-22.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","3","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","23","185829","0.0-23.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","24","187445","0.0-24.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","1615","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","25","192445","0.0-25.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","26","194115","0.0-26.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","1670","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","27","199117","0.0-27.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","28","200021","0.0-28.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","903","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","29","205023","0.0-29.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","30","207339","0.0-30.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","2315","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","31","212352","0.0-31.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","32","215367","0.0-32.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","8","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","33","220384","0.0-33.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","34","223386","0.0-34.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","9","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","35","228400","0.0-35.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","36","231393","0.0-36.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","2992","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","dog_causal","causal_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","37","236402","0.0-37.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","38","241415","0.0-38.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","39","242894","0.0-39.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","1479","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","physical_activity_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","40","247895","0.0-40.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","41","249119","0.0-41.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","1224","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","physical_activity_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","42","254120","0.0-42.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","43","255804","0.0-43.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","1683","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","physical_activity_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","44","260806","0.0-44.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","45","263807","0.0-45.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","4","physical_activity_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","46","268820","0.0-46.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","47","271826","0.0-47.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","null","main_experiment_trial","5","physical_activity_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","48","276841","0.0-48.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","49","278069","0.0-49.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","1227","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","physical_activity_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","50","283069","0.0-50.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","51","283835","0.0-51.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","765","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","physical_activity_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","52","288841","0.0-52.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","53","291709","0.0-53.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","2868","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","physical_activity_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","54","296711","0.0-54.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","55","298020","0.0-55.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","1309","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","physical_activity_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","56","303024","0.0-56.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","57","303654","0.0-57.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","630","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","physical_activity_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","58","308663","0.0-58.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","59","313679","0.0-59.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","60","315028","0.0-60.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","1349","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","kitchen_operations_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","61","320040","0.0-61.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","62","321373","0.0-62.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","1332","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","kitchen_operations_semantic","semantic_sequence","chronological","","","","","","","",""
"","","","","","html-keyboard-response","63","326384","0.0-63.0","1403A555DC784AEB95EA3FFB5001082E","019d6665-f56a-7c14-a87d-777159c95506","019d6630-2071-75cb-8026-6699844a2719","","null","
                <div class=""stimulus-container"">
                    <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
