"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","stimulus","response","task","block_type","img_idx","block_id","value","img_index","pair_type","correct_side"
"","","","","","html-keyboard-response","11","63184","0.0-11.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_1_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","12","64464","0.0-12.0","","1280","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_1_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","4","story_1","","","",""
"","","","","","html-keyboard-response","13","67468","0.0-13.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_1_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","14","69547","0.0-14.0","","2078","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_1_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","5","story_1","","","",""
"","","","","","html-keyboard-response","15","71551","0.0-15.0","","null","<div class=""transition-square bg-story""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","16","74561","0.0-16.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_4_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","17","79476","0.0-17.0","","4914","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_4_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","story","1","story_4","","","",""
"","","","","","html-keyboard-response","18","82482","0.0-18.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_4_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","19","84938","0.0-19.0","","2455","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_4_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","2","story_4","","","",""
"","","","","","html-keyboard-response","20","87943","0.0-20.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_4_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","21","89555","0.0-21.0","","1611","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_4_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","3","story_4","","","",""
"","","","","","html-keyboard-response","22","92564","0.0-22.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_4_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","23","93856","0.0-23.0","","1292","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_4_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","4","story_4","","","",""
"","","","","","html-keyboard-response","24","96865","0.0-24.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_4_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","25","99250","0.0-25.0","","2385","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_4_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","5","story_4","","","",""
"","","","","","html-keyboard-response","26","101252","0.0-26.0","","null","<div class=""transition-square bg-info""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","27","104255","0.0-27.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","28","106875","0.0-28.0","","2620","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","1","info_2","","","",""
"","","","","","html-keyboard-response","29","109881","0.0-29.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","30","112246","0.0-30.0","","2364","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","2","info_2","","","",""
"","","","","","html-keyboard-response","31","115259","0.0-31.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","32","119147","0.0-32.0","","3887","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","3","info_2","","","",""
"","","","","","html-keyboard-response","33","122149","0.0-33.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","34","125198","0.0-34.0","","3048","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","4","info_2","","","",""
"","","","","","html-keyboard-response","35","128211","0.0-35.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_2_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","36","133535","0.0-36.0","","5323","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_2_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","5","info_2","","","",""
"","","","","","html-keyboard-response","37","135542","0.0-37.0","","null","<div class=""transition-square bg-story""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","38","138550","0.0-38.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_6_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","39","142435","0.0-39.0","","3884","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_6_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","story","1","story_6","","","",""
"","","","","","html-keyboard-response","40","145441","0.0-40.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_6_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","41","147676","0.0-41.0","","2233","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_6_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","2","story_6","","","",""
"","","","","","html-keyboard-response","42","150687","0.0-42.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_6_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","43","152053","0.0-43.0","","1365","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_6_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","3","story_6","","","",""
"","","","","","html-keyboard-response","44","155056","0.0-44.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_6_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","45","156380","0.0-45.0","","1323","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_6_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","4","story_6","","","",""
"","","","","","html-keyboard-response","46","159384","0.0-46.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_6_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","47","160710","0.0-47.0","","1325","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_6_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","5","story_6","","","",""
"","","","","","html-keyboard-response","48","162721","0.0-48.0","","null","<div class=""transition-square bg-story""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","49","165724","0.0-49.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_3_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","50","168302","0.0-50.0","","2577","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_3_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","story","1","story_3","","","",""
"","","","","","html-keyboard-response","51","171322","0.0-51.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_3_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","52","180296","0.0-52.0","","8974","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_3_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","2","story_3","","","",""
"","","","","","html-keyboard-response","53","183299","0.0-53.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_3_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","54","185249","0.0-54.0","","1949","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_3_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","3","story_3","","","",""
"","","","","","html-keyboard-response","55","188253","0.0-55.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_3_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","56","189526","0.0-56.0","","1273","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_3_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","4","story_3","","","",""
"","","","","","html-keyboard-response","57","192541","0.0-57.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/story_3_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","58","193930","0.0-58.0","","1388","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/story_3_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","story","5","story_3","","","",""
"","","","","","html-keyboard-response","59","195933","0.0-59.0","","null","<div class=""transition-square bg-info""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","60","198944","0.0-60.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_5_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","61","202568","0.0-61.0","","3623","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_5_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","info","1","info_5","","","",""
"","","","","","html-keyboard-response","62","205577","0.0-62.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_5_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","63","212010","0.0-63.0","","6432","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_5_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","2","info_5","","","",""
"","","","","","html-keyboard-response","64","215015","0.0-64.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_5_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","65","220396","0.0-65.0","","5381","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_5_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","3","info_5","","","",""
"","","","","","html-keyboard-response","66","223410","0.0-66.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_5_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","67","224929","0.0-67.0","","1518","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_5_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","4","info_5","","","",""
"","","","","","html-keyboard-response","68","227934","0.0-68.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_5_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","69","229586","0.0-69.0","","1651","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_5_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","5","info_5","","","",""
"","","","","","html-keyboard-response","70","231596","0.0-70.0","","null","<div class=""transition-square bg-info""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","71","234602","0.0-71.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_7_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","72","237077","0.0-72.0","","2474","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_7_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","info","1","info_7","","","",""
"","","","","","html-keyboard-response","73","240084","0.0-73.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_7_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","74","243692","0.0-74.0","","3607","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_7_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","2","info_7","","","",""
"","","","","","html-keyboard-response","75","246698","0.0-75.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_7_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","76","248368","0.0-76.0","","1670","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_7_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","3","info_7","","","",""
"","","","","","html-keyboard-response","77","251374","0.0-77.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_7_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","78","253086","0.0-78.0","","1712","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_7_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","0","observation","info","4","info_7","","","",""
"","","","","","html-keyboard-response","79","256087","0.0-79.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_7_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","80","257627","0.0-80.0","","1540","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_7_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","5","info_7","","","",""
"","","","","","html-keyboard-response","81","259632","0.0-81.0","","null","<div class=""transition-square bg-info""><div style=""text-align: center;"">New series starting</div></div>","null","","","","","","","",""
"","","","","","html-keyboard-response","82","262642","0.0-82.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_8_1.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","83","263966","0.0-83.0","","1323","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_8_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","2","observation","info","1","info_8","","","",""
"","","","","","html-keyboard-response","84","266971","0.0-84.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_8_2.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","85","272495","0.0-85.0","","5523","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_8_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","2","info_8","","","",""
"","","","","","html-keyboard-response","86","275507","0.0-86.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_8_3.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","87","276971","0.0-87.0","","1463","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_8_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","3","info_8","","","",""
"","","","","","html-keyboard-response","88","279987","0.0-88.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_8_4.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","89","281079","0.0-89.0","","1091","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_8_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","4","info_8","","","",""
"","","","","","html-keyboard-response","90","284088","0.0-90.0","","null","<div class=""stimulus-container""><img src=""images_story_vs_info_2/info_8_5.png"" class=""exp-image""></div>","null","","","","","","","",""
"","","","","","html-button-response","91","285545","0.0-91.0","","1457","
                <div class=""stimulus-container"">
                    <img src=""images_story_vs_info_2/info_8_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold;"">Is this image related to the previous image?</p>
                    </div>
                </div>","1","observation","info","5","info_8","","","",""
"","","","","","instructions","92","295755","0.0-92.0","[{""page_index"":0,""viewing_time"":10209}]","10209","","","","","","","","","",""
"","","","","","html-button-response","93","300849","0.0-93.0","","5094","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/story_6_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","94","307776","0.0-94.0","","6926","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/story_6_6_a.png"" class=""exp-image"">
                <div class=""value-tag val-high"">Worth: $100</div>
            </div>","0","value_learning","","","story_6","100","","",""
"","","","","","html-button-response","95","324247","0.0-95.0","","16470","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/story_3_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","96","331389","0.0-96.0","","7141","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/story_3_6_a.png"" class=""exp-image"">
                <div class=""value-tag val-high"">Worth: $100</div>
            </div>","0","value_learning","","","story_3","100","","",""
"","","","","","html-button-response","97","338285","0.0-97.0","","6896","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/story_1_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","98","344603","0.0-98.0","","6316","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/story_1_6_b.png"" class=""exp-image"">
                <div class=""value-tag val-low"">Worth: $0</div>
            </div>","0","value_learning","","","story_1","0","","",""
"","","","","","html-button-response","99","350989","0.0-99.0","","6386","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/story_4_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","100","357635","0.0-100.0","","6645","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/story_4_6_b.png"" class=""exp-image"">
                <div class=""value-tag val-low"">Worth: $0</div>
            </div>","0","value_learning","","","story_4","0","","",""
"","","","","","html-button-response","101","363769","0.0-101.0","","6134","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/info_5_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","102","370259","0.0-102.0","","6489","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/info_5_6_a.png"" class=""exp-image"">
                <div class=""value-tag val-high"">Worth: $100</div>
            </div>","0","value_learning","","","info_5","100","","",""
"","","","","","html-button-response","103","376476","0.0-103.0","","6217","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/info_7_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","104","383036","0.0-104.0","","6559","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/info_7_6_a.png"" class=""exp-image"">
                <div class=""value-tag val-high"">Worth: $100</div>
            </div>","0","value_learning","","","info_7","100","","",""
"","","","","","html-button-response","105","389216","0.0-105.0","","6179","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/info_8_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","106","395571","0.0-106.0","","6354","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/info_8_6_b.png"" class=""exp-image"">
                <div class=""value-tag val-low"">Worth: $0</div>
            </div>","0","value_learning","","","info_8","0","","",""
"","","","","","html-button-response","107","401992","0.0-107.0","","6421","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Last image of the sequence...</p>
                <img src=""images_story_vs_info_2/info_2_5.png"" class=""exp-image"">
            </div>","0","","","","","","","",""
"","","","","","html-button-response","108","412749","0.0-108.0","","10756","
            <div class=""stimulus-container"">
                <p style=""font-family:Arial; font-size:20px;"">Outcome image</p>
                <img src=""images_story_vs_info_2/info_2_6_b.png"" class=""exp-image"">
                <div class=""value-tag val-low"">Worth: $0</div>
            </div>","0","value_learning","","","info_2","0","","",""
"","","","","","instructions","109","440202","0.0-109.0","[{""page_index"":0,""viewing_time"":27453}]","27453","","","","","","","","","",""
"","","","","","html-button-response","110","451732","0.0-110.0","","11529","
            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image will lead to a <b>financial profit</b>?</h3></div>
            <div class=""stimulus-container"" style=""display: flex; flex-direction: row; width: 800px; justify-content: center; gap: 30px;"">
                <img src=""images_story_vs_info_2/info_2_2.png"" class=""small-image"">
                <img src=""images_story_vs_info_2/story_3_2.png"" class=""small-image"">
            </div>","1","final_choice","","","","","2","story_vs_info_cross","Right"
