"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","chosen_image_index","target_X","v_index","n_index","v_folder","n_folder","correct_choice"
"","","","","","html-keyboard-response","12","186911","0.0-12.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","13","187766","0.0-13.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","851","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","","","","",""
"","","","","","instructions","14","189908","0.0-14.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","[{""page_index"":0,""viewing_time"":2140}]","2141","","","","","","","","","","","","","","",""
"","","","","","instructions","15","193972","0.0-15.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","[{""page_index"":0,""viewing_time"":4062}]","4062","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","194974","0.0-16.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","199977","0.0-17.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","18","201174","0.0-18.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","1192","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","1","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","19","206177","0.0-19.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","20","206903","0.0-20.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","724","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","21","211906","0.0-21.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","22","212817","0.0-22.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","908","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","3","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","23","217820","0.0-23.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","24","218403","0.0-24.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","581","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","4","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","25","223405","0.0-25.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","26","223949","0.0-26.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","540","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","5","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","27","228951","0.0-27.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","28","229480","0.0-28.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","526","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","6","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","29","234482","0.0-29.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","30","234974","0.0-30.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","488","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","7","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","31","239977","0.0-31.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","32","240518","0.0-32.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","538","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","8","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","33","245520","0.0-33.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","34","246200","0.0-34.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","677","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","9","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","35","251202","0.0-35.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","36","251777","0.0-36.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","572","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","ten","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","37","252780","0.0-37.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","38","257782","0.0-38.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","39","258384","0.0-39.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","598","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","1","hotel_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","40","263386","0.0-40.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","41","264138","0.0-41.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","749","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","hotel_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","42","269140","0.0-42.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","43","269714","0.0-43.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","572","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","hotel_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","44","274716","0.0-44.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","45","275591","0.0-45.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","872","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","4","hotel_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","46","280594","0.0-46.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","47","281126","0.0-47.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","529","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","hotel_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","48","286129","0.0-48.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","49","286774","0.0-49.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","642","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","hotel_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","50","291776","0.0-50.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","51","292549","0.0-51.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","770","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","hotel_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","52","297552","0.0-52.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","53","298268","0.0-53.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","714","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","hotel_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","54","303271","0.0-54.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","55","303870","0.0-55.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","596","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","hotel_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","56","308872","0.0-56.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","57","309459","0.0-57.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","584","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","hotel_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","58","310460","0.0-58.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","59","315462","0.0-59.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","60","315979","0.0-60.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","515","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","dog_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","61","320982","0.0-61.0","D4DBA0000B9C4D8980E02F5238FBAC77","019ceffd-70b1-72d4-8eda-af19c65d73c8","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
