"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","chosen_image_index","target_X","v_index","n_index","v_folder","n_folder","correct_choice"
"","","","","","html-keyboard-response","10","139926","0.0-10.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","11","141380","0.0-11.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1452","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","3","","","","","","","","","","",""
"","","","","","html-keyboard-response","12","145386","0.0-12.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","13","147215","0.0-13.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1828","
                <div class=""stimulus-container"">
                    <img src=""images/instructions/movie_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Was there a person in this image?</p>
                    </div>
                </div>","0","example_question","4","","","","","","","","","","",""
"","","","","","instructions","14","220306","0.0-14.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","[{""page_index"":0,""viewing_time"":73091}]","73091","","","","","","","","","","","","","","",""
"","","","","","instructions","15","236292","0.0-15.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","[{""page_index"":0,""viewing_time"":15986}]","15986","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","16","237298","0.0-16.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","17","242300","0.0-17.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","18","243412","0.0-18.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1111","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","dog_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","19","248416","0.0-19.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","20","249161","0.0-20.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","744","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","dog_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","21","254167","0.0-21.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","22","255412","0.0-22.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1245","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","dog_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","23","260413","0.0-23.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","24","261415","0.0-24.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1001","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","dog_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","25","266423","0.0-25.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","26","267786","0.0-26.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1362","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","dog_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","27","272788","0.0-27.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","28","273987","0.0-28.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1199","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","dog_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","29","279004","0.0-29.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","30","280211","0.0-30.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1206","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","dog_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","31","285216","0.0-31.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","32","286221","0.0-32.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1005","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","dog_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","33","291228","0.0-33.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","34","292624","0.0-34.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1395","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","dog_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","35","297633","0.0-35.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","36","299088","0.0-36.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1454","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/dog_causal/dog_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","dog_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","37","300101","0.0-37.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","38","305114","0.0-38.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","39","307672","0.0-39.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","2557","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","flight_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","40","312677","0.0-40.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","41","313806","0.0-41.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1128","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","2","flight_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","42","318820","0.0-42.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","43","320147","0.0-43.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1325","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","flight_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","44","325158","0.0-44.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","45","326372","0.0-45.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1213","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","flight_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","46","331377","0.0-46.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","47","332612","0.0-47.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1233","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","flight_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","48","337628","0.0-48.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","49","339524","0.0-49.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1896","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","6","flight_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","50","344537","0.0-50.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","51","345704","0.0-51.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1166","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","7","flight_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","52","350706","0.0-52.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","53","351852","0.0-53.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1146","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","8","flight_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","54","356864","0.0-54.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","55","358715","0.0-55.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1850","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","flight_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","56","363732","0.0-56.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","57","364832","0.0-57.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","1099","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/flight_scheme/flight_scheme_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","flight_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","58","365842","0.0-58.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","59","370844","0.0-59.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","60","371844","0.0-60.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","999","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","1","interview_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","61","376845","0.0-61.0","EAC90B2DDF004538B1E1DADDB7888EE5","019cf005-7ebb-7e37-95ff-f40233c0d50a","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
