"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","correct_choice","distance_from_x","target_X","chosen_image_index","is_x_plus_dist"
"","","","","","html-keyboard-response","10","176641","0.0-10.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","maintaining_a_car_semantic","semantic_sequence","4","neutral","","","","",""
"","","","","","html-keyboard-response","11","181650","0.0-11.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","12","185570","0.0-12.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","3913","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","kitchen_operations_semantic","","","","","","","",""
"","","","","","html-keyboard-response","13","193575","0.0-13.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","kitchen_operations_semantic","semantic_sequence","4","neutral","","","","",""
"","","","","","html-keyboard-response","14","198581","0.0-14.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","15","202081","0.0-15.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","3493","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","saving_a_cat_causal","","","","","","","",""
"","","","","","html-keyboard-response","16","210087","0.0-16.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","saving_a_cat_causal","causal_sequence","4","valuable","","","","",""
"","","","","","html-keyboard-response","17","215094","0.0-17.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","18","219529","0.0-18.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","4429","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/package_causal/package_causal_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","package_causal","","","","","","","",""
"","","","","","html-keyboard-response","19","227535","0.0-19.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/package_causal/package_causal_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","package_causal","causal_sequence","4","valuable","","","","",""
"","","","","","html-keyboard-response","20","232541","0.0-20.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","21","236677","0.0-21.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","4129","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","physical_activity_semantic","","","","","","","",""
"","","","","","html-keyboard-response","22","244686","0.0-22.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","physical_activity_semantic","semantic_sequence","5","neutral","","","","",""
"","","","","","html-keyboard-response","23","249692","0.0-23.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","24","252518","0.0-24.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","2814","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_7.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","museum_causal","","","","","","","",""
"","","","","","html-keyboard-response","25","260526","0.0-25.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/museum_causal/museum_causal_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","museum_causal","causal_sequence","7","valuable","","","","",""
"","","","","","html-keyboard-response","26","265533","0.0-26.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","27","269042","0.0-27.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","3498","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","self_care_activities_semantic","","","","","","","",""
"","","","","","html-keyboard-response","28","277047","0.0-28.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","self_care_activities_semantic","semantic_sequence","5","valuable","","","","",""
"","","","","","html-keyboard-response","29","282055","0.0-29.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","30","287194","0.0-30.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","5133","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","the_performance_causal","","","","","","","",""
"","","","","","html-keyboard-response","31","295215","0.0-31.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","the_performance_causal","causal_sequence","6","neutral","","","","",""
"","","","","","html-keyboard-response","32","300223","0.0-32.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","33","303384","0.0-33.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","3154","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","dog_causal","","","","","","","",""
"","","","","","html-keyboard-response","34","311390","0.0-34.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","dog_causal","causal_sequence","6","neutral","","","","",""
"","","","","","html-keyboard-response","35","316396","0.0-35.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","36","320425","0.0-36.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","4023","
            <div class=""stimulus-container"">
                <img src=""images/causal_sequence/coin_causal/coin_causal_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","coin_causal","","","","","","","",""
"","","","","","html-keyboard-response","37","328431","0.0-37.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/causal_sequence/coin_causal/coin_causal_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","coin_causal","causal_sequence","4","neutral","","","","",""
"","","","","","html-keyboard-response","38","333438","0.0-38.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","39","336487","0.0-39.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","3044","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/housework_semantic/housework_semantic_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","housework_semantic","","","","","","","",""
"","","","","","html-keyboard-response","40","344493","0.0-40.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/housework_semantic/housework_semantic_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","housework_semantic","semantic_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","41","349498","0.0-41.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","instructions","42","373964","0.0-42.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","[{""page_index"":0,""viewing_time"":24462}]","24463","","","","","","","","","","","",""
"","","","","","html-keyboard-response","43","377011","0.0-43.0-0.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""small-image"">
                                <img src=""images/causal_sequence/package_causal/package_causal_4.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","44","409299","0.0-43.0-1.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","32286","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/dog_causal/dog_causal_6.png"" class=""small-image"">
                                <img src=""images/causal_sequence/package_causal/package_causal_4.png"" class=""small-image"">
                            </div>","0","part3_valuable_vs_neutral_direct","","","","","false","","","",""
"","","","","","html-keyboard-response","45","412306","0.0-44.0-0.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_3.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","46","433857","0.0-44.0-1.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","21544","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_3.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_5.png"" class=""small-image"">
                            </div>","0","part3_choice_neighbors","kitchen_operations_semantic","semantic_sequence","","","","1","4","3","0"
"","","","","","html-keyboard-response","47","436863","0.0-45.0-0.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/coin_causal/coin_causal_2.png"" class=""small-image"">
                                <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","48","446697","0.0-45.0-1.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","9833","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/coin_causal/coin_causal_2.png"" class=""small-image"">
                                <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""small-image"">
                            </div>","0","part3_choice_neighbors","coin_causal","causal_sequence","","","","2","4","2","0"
"","","","","","html-keyboard-response","49","449701","0.0-46.0-0.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_2.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_8.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","50","458255","0.0-46.0-1.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","8551","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_2.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_8.png"" class=""small-image"">
                            </div>","0","part3_choice_neighbors","visiting_cities_semantic","semantic_sequence","","","","3","5","2","0"
"","","","","","html-keyboard-response","51","461264","0.0-47.0-0.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/package_causal/package_causal_7.png"" class=""small-image"">
                                <img src=""images/causal_sequence/package_causal/package_causal_1.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","52","469690","0.0-47.0-1.0","355ABD008A5543ED8DEC8FBBA70942B6","019dace2-3388-7d83-9320-cc0f11206161","019dace1-3b72-7c36-99cf-d8dc6e2d3275","","8419","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/causal_sequence/package_causal/package_causal_7.png"" class=""small-image"">
                                <img src=""images/causal_sequence/package_causal/package_causal_1.png"" class=""small-image"">
                            </div>","0","part3_choice_neighbors","package_causal","causal_sequence","","","","3","4","7","1"
