"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","folder","sequence_type","valuable_image_index","reward_type","correct_choice","distance_from_x","target_X","chosen_image_index","is_x_plus_dist"
"","","","","","html-keyboard-response","10","65923","0.0-10.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/supermarket_scheme/supermarket_scheme_7.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","supermarket_scheme","schematic_sequence","7","valuable","","","","",""
"","","","","","html-keyboard-response","11","70932","0.0-11.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","12","75289","0.0-12.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","4356","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","visiting_cities_semantic","","","","","","","",""
"","","","","","html-keyboard-response","13","83302","0.0-13.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/visiting_cities_semantic/visiting_cities_semantic_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","visiting_cities_semantic","semantic_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","14","88305","0.0-14.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","15","89645","0.0-15.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","1338","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","physical_activity_semantic","","","","","","","",""
"","","","","","html-keyboard-response","16","97654","0.0-16.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","physical_activity_semantic","semantic_sequence","4","neutral","","","","",""
"","","","","","html-keyboard-response","17","102657","0.0-17.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","18","105505","0.0-18.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","2847","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","self_care_activities_semantic","","","","","","","",""
"","","","","","html-keyboard-response","19","113518","0.0-19.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/self_care_activities_semantic/self_care_activities_semantic_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","self_care_activities_semantic","semantic_sequence","5","neutral","","","","",""
"","","","","","html-keyboard-response","20","118526","0.0-20.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","21","119575","0.0-21.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","1048","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/flight_scheme/flight_scheme_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","flight_scheme","","","","","","","",""
"","","","","","html-keyboard-response","22","127578","0.0-22.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/flight_scheme/flight_scheme_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","flight_scheme","schematic_sequence","6","neutral","","","","",""
"","","","","","html-keyboard-response","23","132590","0.0-23.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","24","134155","0.0-24.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","1564","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/interview_scheme/interview_scheme_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","interview_scheme","","","","","","","",""
"","","","","","html-keyboard-response","25","142166","0.0-25.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/interview_scheme/interview_scheme_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","interview_scheme","schematic_sequence","4","valuable","","","","",""
"","","","","","html-keyboard-response","26","147174","0.0-26.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","27","149644","0.0-27.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","2468","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","dinner_party_scheme","","","","","","","",""
"","","","","","html-keyboard-response","28","157654","0.0-28.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","dinner_party_scheme","schematic_sequence","5","neutral","","","","",""
"","","","","","html-keyboard-response","29","162661","0.0-29.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","30","165176","0.0-30.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","2514","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_6.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","kitchen_operations_semantic","","","","","","","",""
"","","","","","html-keyboard-response","31","173183","0.0-31.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_6.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","kitchen_operations_semantic","semantic_sequence","6","valuable","","","","",""
"","","","","","html-keyboard-response","32","178191","0.0-32.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","33","180000","0.0-33.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","1808","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_4.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","hotel_scheme","","","","","","","",""
"","","","","","html-keyboard-response","34","188005","0.0-34.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/hotel_scheme/hotel_scheme_4.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","hotel_scheme","schematic_sequence","4","neutral","","","","",""
"","","","","","html-keyboard-response","35","193011","0.0-35.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","36","194756","0.0-36.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","1744","
            <div class=""stimulus-container"">
                <img src=""images/schematic_sequence/restaurant_scheme/restaurant_scheme_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","restaurant_scheme","","","","","","","",""
"","","","","","html-keyboard-response","37","202767","0.0-37.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/schematic_sequence/restaurant_scheme/restaurant_scheme_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/dollar.png"" style=""width: 150px; height: 150px; border: 5px solid green; border-radius: 15px;"">
                    <p style=""color: green; font-weight: bold; font-size: 28px; margin-top: 15px;"">WORTH MONEY</p>
                </div>
            </div>","null","part2_value_learning","restaurant_scheme","schematic_sequence","5","valuable","","","","",""
"","","","","","html-keyboard-response","38","207774","0.0-38.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-button-response","39","209091","0.0-39.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","1315","
            <div class=""stimulus-container"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_5.png"" class=""exp-image"">
                <div class=""question-area"">
                    <p style=""font-size: 20px; font-weight: bold;"">Click the button to reveal the image value</p>
                </div>
            </div>","0","part2_active_reveal_click","maintaining_a_car_semantic","","","","","","","",""
"","","","","","html-keyboard-response","40","217103","0.0-40.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
            <div class=""stimulus-container"" style=""display: flex; align-items: center; justify-content: center; gap: 40px;"">
                <img src=""images/semantic_sequence/maintaining_a_car_semantic/maintaining_a_car_semantic_5.png"" class=""exp-image"">
                <div style=""text-align: center;"">
                    <img src=""images/gray.png"" style=""width: 150px; height: 150px; border: 5px solid grey; border-radius: 15px;"">
                    <p style=""color: grey; font-weight: bold; font-size: 28px; margin-top: 15px;"">NEUTRAL VALUE</p>
                </div>
            </div>","null","part2_value_learning","maintaining_a_car_semantic","semantic_sequence","5","neutral","","","","",""
"","","","","","html-keyboard-response","41","222109","0.0-41.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","instructions","42","231499","0.0-42.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","[{""page_index"":0,""viewing_time"":9388}]","9389","","","","","","","","","","","",""
"","","","","","html-keyboard-response","43","234507","0.0-43.0-0.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/housework_semantic/housework_semantic_6.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","44","236681","0.0-43.0-1.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","2172","<div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_4.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/housework_semantic/housework_semantic_6.png"" class=""small-image"">
                            </div>","0","part3_valuable_vs_neutral_direct","","","","","false","","","",""
"","","","","","html-keyboard-response","45","239692","0.0-44.0-0.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_6.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_2.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","46","240981","0.0-44.0-1.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","1288","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_6.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/physical_activity_semantic/physical_activity_semantic_2.png"" class=""small-image"">
                            </div>","1","part3_choice_neighbors","physical_activity_semantic","semantic_sequence","","","","2","4","2","0"
"","","","","","html-keyboard-response","47","243987","0.0-45.0-0.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_4.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_8.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","48","244787","0.0-45.0-1.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","798","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_4.png"" class=""small-image"">
                                <img src=""images/semantic_sequence/kitchen_operations_semantic/kitchen_operations_semantic_8.png"" class=""small-image"">
                            </div>","1","part3_choice_neighbors","kitchen_operations_semantic","semantic_sequence","","","","2","6","8","1"
"","","","","","html-keyboard-response","49","247794","0.0-46.0-0.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_2.png"" class=""small-image"">
                                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_8.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","50","248551","0.0-46.0-1.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","755","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_2.png"" class=""small-image"">
                                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_8.png"" class=""small-image"">
                            </div>","0","part3_choice_neighbors","dinner_party_scheme","schematic_sequence","","","","3","5","2","0"
"","","","","","html-keyboard-response","51","251558","0.0-47.0-0.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","null","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_6.png"" class=""small-image"">
                                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_4.png"" class=""small-image"">
                            </div>","null","","","","","","","","","",""
"","","","","","html-button-response","52","251993","0.0-47.0-1.0","923774E1DC524B0E9A666C35AB9E57E6","019db626-58b5-7697-be0b-fec8b64e7f86","019db609-2a35-76b9-807a-e0c4c153f4bb","","434","
                            <div style=""font-family: Arial; margin-bottom: 20px;""><h3>Which image is worth <b>more money</b>?</h3></div>
                            <div class=""stimulus-container"" style=""display: flex; width: 800px; justify-content: center; gap: 30px;"">
                                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_6.png"" class=""small-image"">
                                <img src=""images/schematic_sequence/dinner_party_scheme/dinner_party_scheme_4.png"" class=""small-image"">
                            </div>","1","part3_choice_neighbors","dinner_party_scheme","schematic_sequence","","","","1","5","4","0"
