"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","presentation_order","valuable_image_index","reward_type","correct_choice","chosen_image_index","target_X"
"","","","","","html-button-response","26","214510","0.0-26.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1190","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","package_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","27","215514","0.0-27.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","28","216415","0.0-28.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","900","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","package_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","29","217420","0.0-29.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","30","218256","0.0-30.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","835","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","4","package_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","31","219260","0.0-31.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","32","219997","0.0-32.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","736","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","package_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","33","221011","0.0-33.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","34","221609","0.0-34.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","597","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","package_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","35","222612","0.0-35.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","36","223282","0.0-36.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","669","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/package_causal/package_causal_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","package_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","37","228287","0.0-37.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","38","229309","0.0-38.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","39","230405","0.0-39.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1095","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","saving_a_cat_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","40","231414","0.0-40.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","41","232700","0.0-41.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","1285","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","2","saving_a_cat_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","42","233707","0.0-42.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","43","234344","0.0-43.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","636","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","saving_a_cat_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","44","235364","0.0-44.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","45","236062","0.0-45.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","698","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","7","saving_a_cat_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","46","237078","0.0-46.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","47","237830","0.0-47.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","751","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","saving_a_cat_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","48","238834","0.0-48.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","49","239399","0.0-49.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","564","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","3","saving_a_cat_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","50","240404","0.0-50.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","51","241000","0.0-51.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","595","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","saving_a_cat_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","52","242008","0.0-52.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","53","242552","0.0-53.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","543","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","saving_a_cat_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","54","243557","0.0-54.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","55","244033","0.0-55.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","474","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","saving_a_cat_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","56","245048","0.0-56.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","57","245402","0.0-57.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","353","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/saving_a_cat_causal/saving_a_cat_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","saving_a_cat_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","58","250414","0.0-58.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","",""
"","","","","","html-keyboard-response","59","251421","0.0-59.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","60","252186","0.0-60.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","764","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","the_performance_causal","causal_sequence","randomized","","","","",""
"","","","","","html-keyboard-response","61","253192","0.0-61.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","",""
"","","","","","html-button-response","62","253634","0.0-62.0","395BBDEC12254BD8B2EBF67F2E224193","019cf9ab-6549-7421-be91-ecbd96e933db","019cf974-7aee-7bc9-8ea4-9f55741b365d","","441","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/the_performance_causal/the_performance_causal_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","the_performance_causal","causal_sequence","randomized","","","","",""
