"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","view_history","rt","stimulus","response","task","image_index","folder","sequence_type","valuable_image_index","reward_type","chosen_image_index","target_X","v_index","n_index","v_folder","n_folder","correct_choice"
"","","","","","html-button-response","32","105763","0.0-32.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","793","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/restaurant_scheme/restaurant_scheme_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","restaurant_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","33","110769","0.0-33.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/restaurant_scheme/restaurant_scheme_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","34","111578","0.0-34.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","808","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/restaurant_scheme/restaurant_scheme_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","restaurant_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","35","116589","0.0-35.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/restaurant_scheme/restaurant_scheme_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","36","117011","0.0-36.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","421","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/restaurant_scheme/restaurant_scheme_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","restaurant_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","37","118023","0.0-37.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","38","123031","0.0-38.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","39","123731","0.0-39.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","699","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","1","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","40","128743","0.0-40.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","41","129139","0.0-41.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","395","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","42","134142","0.0-42.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_3.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","43","134683","0.0-43.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","540","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_3.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","3","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","44","139697","0.0-44.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_4.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","45","140170","0.0-45.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","473","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_4.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","4","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","46","145180","0.0-46.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_5.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","47","145571","0.0-47.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","390","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_5.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","5","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","48","150578","0.0-48.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","49","151107","0.0-49.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","528","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_6.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","6","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","50","156122","0.0-50.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_7.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","51","157082","0.0-51.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","960","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_7.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","7","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","52","162092","0.0-52.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_8.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","53","163242","0.0-53.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","1150","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_8.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","8","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","54","168258","0.0-54.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_9.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","55","168994","0.0-55.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","735","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_9.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","9","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","56","174006","0.0-56.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","57","174459","0.0-57.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","452","
                <div class=""stimulus-container"">
                    <img src=""images/causal_sequence/coin_causal/coin_causal_ten.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","ten","coin_causal","causal_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","58","175475","0.0-58.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","<div style=""background-color: white; width: 100vw; height: 100vh;""></div>","null","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","59","180488","0.0-59.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","60","181314","0.0-60.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","826","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_1.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","1","main_experiment_trial","1","interview_scheme","schematic_sequence","","","","","","","","",""
"","","","","","html-keyboard-response","61","186315","0.0-61.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","null","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area""></div> 
                </div>","null","","","","","","","","","","","","",""
"","","","","","html-button-response","62","188115","0.0-62.0","E2F27C4C54B947C5901C3F0465464943","019cf000-f6ef-7f67-87a5-fb11da5cbe31","019ceff9-9f67-7034-9722-02cda2445e09","","1799","
                <div class=""stimulus-container"">
                    <img src=""images/schematic_sequence/interview_scheme/interview_scheme_2.png"" class=""exp-image"">
                    <div class=""question-area"">
                        <p style=""font-size: 20px; font-weight: bold; margin: 0;"">Is there a person in this image?</p>
                    </div>
                </div>","0","main_experiment_trial","2","interview_scheme","schematic_sequence","","","","","","","","",""
